Ticker,Form Type,Filing Date,Document URL,Ownership %,Shares Owned
RGTI,SCHEDULE 13G/A,2025-02-07,https://www.sec.gov/Archives/edgar/data/0001838359/000164955325000042/xslSCHEDULE_13G_X01/primary_doc.xml,0,0
RGTI,SC 13G,2024-12-05,https://www.sec.gov/Archives/edgar/data/0001838359/000110465924125806/tm2430033d1_sc13g.htm,8.9,25,000,000
