Ticker,Form Type,Filing Date,Document URL,Ownership %,Shares Owned
RGTI,SCHEDULE 13G/A,2025-02-13,https://www.sec.gov/Archives/edgar/data/0001838359/000157670425000004/xslSCHEDULE_13G_X01/primary_doc.xml,2.6,7,221,216.00
